'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'xi'tong'fen'xi'yuan 系统分析员
'xi'tu 细土
'xi'wan 洗碗
'xi'wei 席位
'xi'wen 喜温
'xi'xiong'jin'zhen'chong 细胸金针虫
'xi'yan'shi 吸烟室
'xi'yang'li 西洋梨
'xi'ye'guan 吸液管
'xi'ye'qin 细叶芹
'xi'ye'yi'mu'cao 细叶益母草
'xi'yi 蜥蜴
'xi'yin 洗印
'xi'yin'xing'jing'fu'bing 细茵性茎腐病
'xi'you 西游
'xi'zhi 稀植
'xi'zhuang'shi'fu 西装师傅
'xia'ba 下巴
'xia'bo 下拨
'xia'bo 夏播
'xia'cun 下村
'xia'da'dou 夏大豆
'xia'jian 夏剪
'xia'mo 夏末
'xia'mo'qiu'chu 夏末秋初
'xia'shan'kou 下山口
'xia'shui'dao 下水道
'xia'tou'yu 下透雨
'xia'wan 峡湾
'xia'xiao 狭小
'xia'xing'lie'che 下行列车
'xia'ye'qing'hao 狭叶青蒿
'xia'yu'mi 夏玉米
'xia'zha 下扎
'xia'zhi 夏至
'xia'zi 下籽
'xian'an'jian'ju 县安监局
'xian'an'quan'sheng'chan'jian'du'guan'li'ju 县安全生产监督管理局
'xian'an'tai'dan'fei 酰胺态氮肥
'xian'bai'xiu'bing 苋白锈病
'xian'cai 鲜采
'xian'cai'zheng'ju 县财政局
'xian'can'lian 县残联
'xian'chong'bing 线虫病
'xian'dai'jia'ge 现贷价格
'xian'dang'an'ju 县档案局
'xian'dao 籼稻
'xian'di'shui'ju 县地税局
'xian'di'zhen'ju 县地震局
'xian'ding'jia'ge 限定价格
'xian'fa'gai'wei 县发改委
'xian'fen'hong'se 鲜粉红色
'xian'feng'gang 先锋岗
'xian'feng'mo'fan'zuo'yong 先锋模范作用
'xian'feng'zou'lang 先锋走廊
'xian'fu'lian 县妇联
'xian'fu'pin'ban 县扶贫办
'xian'gong'an'ju 县公安局
'xian'gong'shang'ju 县工商局
'xian'gong'shang'lian 县工商联
'xian'gong'xiao'she 县供销社
'xian'guang'bo'dian'shi'ju 县广播电视局
'xian'guo'shui'ju 县国税局
'xian'guo'tu'zi'yuan'ju 县国土资源局
'xian'hua'sheng'kai 鲜花盛开
'xian'huan'jing'bao'hu'ju 县环境保护局
'xian'huang 现黄
'xian'ji'niao'lei 酰基脲类
'xian'ji'sheng'wei 县计生委
'xian'ji'wei'ban 县纪委办
'xian'jia 限价
'xian'jian'she'ju 县建设局
'xian'jiang 现将
'xian'jiao'jing'da'dui 县交警大队
'xian'jiao'tong'ju 县交通局
'xian'jiao'yu'ju 县教育局
'xian'jin'chu'na'bu 现金出纳簿
'xian'jin'jia'ge 现金价格
'xian'jin'jiao'yi 现金交易
'xian'jin'pei'gu 现金配股
'xian'jin'yu'e 现金余额
'xian'jin'zhi'fu 现金支付
'xian'jing 冼净
'xian'jing'ji'wei'yuan'hui 县经济委员会
'xian'ke'ji'ju 县科技局
'xian'ke'lai 仙客来
'xian'ke'xie 县科协
'xian'kuan'jie'cun 现款结存
'xian'lai 先来
'xian'lei 现蕾
'xian'lei'qi 现蕾期
'xian'liang'shi'ju 县粮食局
'xian'lin'ye'ju 县林业局
'xian'lv'se 鲜绿色
'xian'mao'zhuang 纤毛状
'xian'mi 籼米
'xian'min'zheng'ju 县民政局
'xian'min'zong'ju 县民宗局
'xian'nian 现年
'xian'nong'chan'pin'zhi'liang'jian'ce'zhong'xin 县农产品质量检测中心
'xian'nong'guang'xiao 县农广校
'xian'nong'huan'zhan 县农环站
'xian'nong'ji'hua'xue'xiao 县农机化学校
'xian'nong'ji'jian'li'zhan 县农机监理站
'xian'nong'ji'tui'guang'zhan 县农机推广站
'xian'nong'ji'zhong'xin 县农技中心
'xian'nong'jing'zhan 县农经站
'xian'nong'ye'ju 县农业局
'xian'nong'ye'zong'he'zhi'fa'da'dui 县农业综合执法大队
'xian'qi'xiang'ju 县气象局
'xian'qian 现钱
'xian're'tong'liang 显热通量
'xian'ren'da'ban 县人大办
'xian'ren'da'chang'wei'hui 县人大常委会
'xian'ren'min'zheng'fu 县人民政府
'xian'ren'shi'ju 县人事局
'xian'ren'shi'lao'dong'he'she'hui'bao'zhang'ju 县人事劳动和社会保障局
'xian'ren'zhang 仙人掌
'xian'ren'zhang'guo 仙人掌果
'xian'rou 咸肉
'xian'shang'wu'ju 县商务局
'xian'sheng'chuang'ban 县生创办
'xian'sheng'wu'zi'yuan'kai'fa'chuang'xin'ban'gong'shi 县生物资源开发创新办公室
'xian'shi 鲜食
'xian'shi'pin'yao'pin'jian'du'guan'li'ju 县食品药品监督管理局
'xian'shi'zhuang'zhi 显示装置
'xian'shui'dian'ju 县水电局
'xian'shui'li'ju 县水利局
'xian'sui 鲜穗
'xian'tong'ji'ju 县统计局
'xian'wan 险弯
'xian'wei'ban 县委办
'xian'wei'chang'wei 县委常委
'xian'wei'dang'xiao 县委党校
'xian'wei'sheng'ju 县卫生局
'xian'wei'su 纤维素
'xian'wei'xuan'chuan'bu 县委宣传部
'xian'wei'zhi'wu 纤维植物
'xian'wei'zu'zhi'bu 县委组织部
'xian'wen'lian 县文联
'xian'wen'ti'ju 县文体局
'xian'wen'zong'juan'ye'ming 显纹纵卷叶螟
'xian'xiao'fang'da'dui 县消防大队
'xian'xin'fang'ju 县信访局
'xian'xin'nong'ban 县新农办
'xian'xin'nong'he'ban 县新农合办
'xian'xing'xiang'guan 线性相关
'xian'xu'mu'ju 县畜牧局
'xian'yan'cao'gong'si 县烟草公司
'xian'yao'jian'ju 县药监局
'xian'yi'bao'zhong'xin 县医保中心
'xian'yi'min'ju 县移民局
'xian'ying'ji 显影剂
'xian'zhao'shang'ju 县招商局
'xian'zheng'ce'yan'jiu'shi 县政策研究室
'xian'zheng'fu'ban 县政府办
'xian'zheng'xie'ban 县政协办
'xian'zhi'bao'zhan 县植保站
'xian'zhi'jian'ju 县质监局
'xian'zhi'xing 限制性
'xian'zhong 鲜重
'xian'zhong'zi'guan'li'zhan 县种子管理站
'xiang'bei 向北
'xiang'bin'jiu 香槟酒
'xiang'cao'lan 香草兰
'xiang'chang 香肠
'xiang'cheng 相承
'xiang'chun 香椿
'xiang'cun'ren'kou 乡村人口
'xiang'dao'jun'sui'fu'bing 镶刀菌穗腐病
'xiang'dong 向东
'xiang'fei 香榧
'xiang'feng'wen'ming 乡风文明
'xiang'fu 相辅
'xiang'ge'li'la 香格里拉
'xiang'ge'li'la'xian 香格里拉县
'xiang'gou 厢沟
'xiang'gu 香菇
'xiang'gua 香瓜
'xiang'guan'xi'shu 相关系数
'xiang'gui 详规
'xiang'jiao 橡胶
'xiang'jiao'ruan'guan 橡胶软管
'xiang'jiao'shu 香蕉树
'xiang'jiao'shu 橡胶树
'xiang'jiao'yuan 香蕉园
'xiang'jiao'zuo'wu 橡胶作物
'xiang'jie'he 相结合
'xiang'jun 香菌
'xiang'ke'ji 乡科级
'xiang'mao 香茅
'xiang'mian 厢面
'xiang'nan 向南
'xiang'pei'tao 相配套
'xiang'pi'ca 橡皮擦
'xiang'pi'shu 橡皮树
'xiang'qian'tu 镶嵌图
'xiang'qian'xing'shi 向前行驶
'xiang'qin'cai 香芹菜
'xiang'ri'kui 向日葵
'xiang'rong 相融
'xiang'shi'huo'che 厢式货车
'xiang'shi'zhao'xiang'ji 箱式照相机
'xiang'shi'zhu 香石竹
'xiang'shu 橡树
'xiang'shu'guo 橡树果
'xiang'shui 香水
'xiang'wan'dou 香豌豆
'xiang'wan'dou'hua 香豌豆花
'xiang'wei'she 响尾蛇
'xiang'xi 向西
'xiang'ya'se 象牙色
'xiang'ying'zheng'hui 相映争辉
'xiang'yuan 香橼
'xiang'yun 祥云
'xiang'yun'xian 祥云县
'xiang'zai 箱栽
'xiang'zhang 香樟
'xiang'zheng 相争
'xiang'zhi 响指
'xiao'an 硝铵
'xiao'cai'e 小菜蛾
'xiao'can 小蚕
'xiao'cang'lan 小苍兰
'xiao'chang 小肠
'xiao'che 小车
'xiao'chi 小吃
'xiao'chun'zuo'wu 小春作物
'xiao'cun 小村
'xiao'di'lao'hu 小地老虎
'xiao'di'tan 小地毯
'xiao'ding 销钉
'xiao'du'ji 消毒剂
'xiao'e'xin'dai 小额信贷
'xiao'fang'che 消防车
'xiao'fang'da'dui 消防大队
'xiao'fang'dui 消防队
'xiao'fang'dui'yuan 消防队员
'xiao'fei'peng 小飞蓬
'xiao'fei'pin 消费品
'xiao'fei'zhe 消费者
'xiao'fen'nie 小分蘖
'xiao'fu 校服
'xiao'gong 小工
'xiao'guang'xi'shu 消光系数
'xiao'gui'jia 小龟甲
'xiao'he 小河
'xiao'hei'mai 小黑麦
'xiao'hong'jia'die 小红蛱蝶
'xiao'hu 小湖
'xiao'hu'zi 小胡子
'xiao'hua'bu'liang 消化不良
'xiao'hua'gui'zhen'cao 小花鬼针草
'xiao'hua'zuo'yong 硝化作用
'xiao'hun 销魂
'xiao'huo'ji 小火鸡
'xiao'huo'shuan 消火栓
'xiao'ji 小鸡
'xiao'ji'hui'ban'bing 小蓟灰斑病
'xiao'jia 小荚
'xiao'jing 小井
'xiao'jiu 小酒
'xiao'la'ba'kou'qi 小喇叭口期
'xiao'lai'dou 小莱豆
'xiao'li 小粒
'xiao'li 效力
'xiao'li'bai'tang 小礼拜堂
'xiao'li'dou 小粒豆
'xiao'li'ka'fei 小粒咖啡
'xiao'li'quan'ying 肖藜泉蝇
'xiao'li'zhong 小粒种
'xiao'ling'yang 小羚羊
'xiao'long'xia 小龙虾
'xiao'lu 销路
'xiao'lv'xing'che 小旅行车
'xiao'lv'ye'chan 小绿叶蝉
'xiao'ma 小马
'xiao'mai 小麦
'xiao'mai'bu 小卖部
'xiao'mai'guan'ji'ma 小麦管蓟马
'xiao'mai'wang'chang 小麦旺长
'xiao'mai'xi'jiang'chong 小麦吸浆虫
'xiao'mai'ye'chan 小麦叶蝉
'xiao'man 小满
'xiao'mao 小猫
'xiao'mi 小米
'xiao'mi'la 小米辣
'xiao'mian'bao 小面包
'xiao'miao 小苗
'xiao'mu'niu 小母牛
'xiao'mu'zhu 小母猪
'xiao'niu 小牛
'xiao'niu'rou 小牛肉
'xiao'nong 小农
'xiao'qi 小畦
'xiao'qiu 小丘
'xiao'shan 小山
'xiao'shang 小墒
'xiao'she 小舌
'xiao'shou'e 销售额
'xiao'shou'jia'ge 销售价格
'xiao'shou'shang 销售商
'xiao'shou'xue 销售学
'xiao'shou'ye'wu 销售业务
'xiao'shu'zhi 小树枝
'xiao'shuo'jia 小说家
'xiao'suan 硝酸
'xiao'suan'an 硝酸铵
'xiao'suan'gai 硝酸钙
'xiao'suan'jia 硝酸钾
'xiao'suan'tai'dan 硝酸态氮
'xiao'tai'dan 硝态氮
'xiao'tai'dan'fei 硝态氮肥
'xiao'tian'e 小天鹅
'xiao'tui 小腿
'xiao'tui'du 小腿肚
'xiao'wan 小湾
'xiao'wu'xu'xue 小无须鳕
'xiao'xi 小溪
'xiao'xi'lai'yuan 消息来源
'xiao'xiang'pu 小香蒲
'xiao'xing'ba'shi 小型巴士
'xiao'xing'huo'che 小型货车
'xiao'xing'qi'che 小型汽车
'xiao'xue 小雪
'xiao'xue 小学
'xiao'xue'lao'shi 小学老师
'xiao'xue'sheng 小学生
'xiao'yan'niu 小阉牛
'xiao'yang'chun 小阳春
'xiao'yang'tuo 小羊驼
'xiao'ye'bing 小叶病
'xiao'ye'jia 肖叶甲
'xiao'ye'jia'zhi'ming'ya'zhong 肖叶甲指名亚种
'xiao'ye'ya 小野鸭
'xiao'yin'qi 消音器
'xiao'ying 小营
'xiao'yuan'ye'chong 小猿叶虫
'xiao'zhang'ban'gong'shi 校长办公室
'xiao'zhi 小指
'xiao'zu'wei'yuan'hui 小组委员会
'xie'du 亵渎
'xie'du'shen'ming 亵渎神明
'xie'fang'cha 协方差
'xie'fang'cha'fen'xi 协方差分析
'xie'hu 泻湖
'xie'jiang 鞋匠
'xie'jing 斜颈
'xie'nian 邪念
'xie'po 斜坡
'xie'ru 写入
'xie'tiao'hui 协调会
'xie'tong'xiao'ying 协同效应
'xie'wen'ye'e 斜纹夜蛾
'xie'wen'ye'e 斜纹夜娥
'xie'wen'ye'e 斜纹夜峨
'xie'xing 楔形
'xie'zi 蝎子
'xin'chou 辛丑
'xin'cun 新村
'xin'da 信达
'xin'dao 信道
'xin'de'ti'hui 心得体会
'xin'fang'ju 信访局
'xin'fei 锌肥
'xin'gen 新根
'xin'hai 辛亥
'xin'ji'geng'se 心肌梗塞
'xin'jiang'cai'chun 新疆菜蝽
'xin'jiao 新教
'xin'jiao'tong 心绞痛
'xin'ke'ji 新科技
'xin'li'xue 心理学
'xin'liu'lin 辛硫磷
'xin'ma'er'sa'si'zhu'yi 新马尔萨斯主义
'xin'mao 辛卯
'xin'mao'dun 新矛盾
'xin'neng'yuan 新能源
'xin'nian'hui 新年会
'xin'nong'ban 新农办
'xin'nong'cun 新农村
'xin'nong'cun'jian'she 新农村建设
'xin'nong'cun'jian'she'xin'xi'wang 新农村建设信息网
'xin'nong'he'ban 新农合办
'xin'nong'yao 新农药
'xin'pin'zhong 新品种
'xin'ping 新平
'xin'ping'xian 新平县
'xin'ping'yi'zu'dai'zu'zi'zhi'xian 新平彝族傣族自治县
'xin'shao 新梢
'xin'shui'ce 薪水册
'xin'si 辛巳
'xin'tian'weng 信天翁
'xin'tu 心土
'xin'tu'li 心土犁
'xin'wei 辛未
'xin'wen'bian'ji'shi 新闻编辑室
'xin'wen'guan'zhi 新闻管制
'xin'wen'ji'zhe 新闻记者
'xin'wen'lai'yuan 新闻来源
'xin'wen'pian 新闻片
'xin'wen'ping'lun'ren 新闻评论人
'xin'wen'xiao'shuo 新闻小说
'xin'wen'xue 新闻学
'xin'wen'yong'zhi 新闻用纸
'xin'wen'zhan 新闻战
'xin'wen'zhou'kan 新闻周刊
'xin'xi'ban 信息办
'xin'xi'gang 信息港
'xin'xi'liu 信息流
'xin'xi'wang 信息网
'xin'xi'zu 信息组
'xin'xing'nong'cun 新型农村
'xin'xing'nong'min 新型农民
'xin'ya 新芽
'xin'yan 新颜
'xin'you 辛酉
'xin'yu'zhi'shang 信誉至上
'xin'zang'xing 心脏型
'xin'zhi'mei'su 新植霉素
'xin'zhong 信众
'xin'zu'he 新组合
'xing'bi 行比
'xing'cheng'ceng 形成层
'xing'ding 形钉
'xing'hei'sui'bing 腥黑穗病
'xing'hong 猩红
'xing'hong're 猩红热
'xing'huang'dan 兴黄单
'xing'jia 性价
'xing'jing 刑警
'xing'li'fu 行李夫
'xing'li'jia 行李架
'xing'li'xiang 行李箱
'xing'qiang 性强
'xing'ren 行人
'xing'ren'di'xia'tong'dao 行人地下通道
'xing'ren'jiao'cha'lu 行人交叉路
'xing'ren'yan 杏仁眼
'xing'shi 形式
'xing'shi'jing'cha 刑事警察
'xing'tan 星探
'xing'tang 杏塘
'xing'tian'niu 星天牛
'xing'xing 猩猩
'xing'you'ji 性诱剂
'xing'zhuang 性状
'xiong'e 雄鹅
'xiong'feng 雄蜂
'xiong'gou 雄狗
'xiong'gu 胸骨
'xiong'guan 雄冠
'xiong'huo'ji 雄火鸡
'xiong'kou 胸口
'xiong'lv 雄驴
'xiong'ma 雄马
'xiong'ma'ju 雄马驹
'xiong'mao 雄猫
'xiong'mian'yang 雄绵羊
'xiong'niu 雄牛
'xiong'rui 雄蕊
'xiong'shan'yang 雄山羊
'xiong'sui 雄穗
'xiong'tian'e 雄天鹅
'xiong'wen'du'e 凶纹毒蛾
'xiong'xing 雄性
'xiong'xing'bu'yu 雄性不育
'xiong'xing'bu'yu'ji'shu 雄性不育技术
'xiong'xing'bu'yu'ji'yin 雄性不育基因
'xiong'yi 雄蚁
'xiong'zhu 雄猪
'xiu'bing 锈病
'xiu'bing 羞病
'xiu'di'long 溴敌隆
'xiu'dou 锈豆
'xiu'fu'guo'cheng 修复过程
'xiu'geng'di 休耕地
'xiu'he'se 锈褐色
'xiu'jian 修剪
'xiu'jun 锈菌
'xiu'kuo 修扩
'xiu'lv 秀绿
'xiu'mei'feng'guang 秀美风光
'xiu'mian 休眠
'xiu'tong 修通
'xiu'wei'bing 羞萎病
'xiu'xi'ting 休息厅
'xiu'xian 休闲
'xiu'xian'di 休闲地
'xiu'xian'ju'ya 绣线菊蚜
'xiu'ye'e 秀夜蛾
'xiu'zhi'dao 修枝刀
'xiu'zhi'jian 修枝剪
'xu'dian'chi 蓄电池
'xu'gao 虚高
'xu'lie'hao 序列号
'xu'mu'chan'ye 畜牧产业
'xu'mu'chu 畜牧处
'xu'mu'ju 畜牧局
'xu'mu'shou'yi'ke'xue'yan'jiu'suo 畜牧兽医科学研究所
'xu'mu'ye 畜牧业
'xu'na'shui 须纳税
'xu'shui 需水
'xu'shui'liang 需水量
'xu'yang 需氧
'xuan'chuan'bu 宣传部
'xuan'chuan'cu'xiao 宣传促销
'xuan'chuan'ying'xiao 宣传营销
'xuan'dan'bi 悬胆鼻
'xuan'feng 旋风
'xuan'fu'gu'ti 悬浮固体
'xuan'fu'hua 旋覆花
'xuan'geng'ji 旋耕机
'xuan'jiao 宣教
'xuan'ling'shu 悬铃树
'xuan'mao'chong 旋毛虫
'xuan'ren 选任
'xuan'wei 宣威
'xuan'wei'shi 宣威市
'xuan'xiang'ka 选项卡
'xuan'ya'qiao'bi 悬崖峭壁
'xuan'ze'cha 选择差
'xuan'ze'fu 选择符
'xuan'ze'qi 选择器
'xuan'ze'xiang'ying 选择响应
'xuan'ze'zhi'shu 选择指数
'xuan'zhi 选址
'xuan'zhuan'she'ji 旋转设计
'xue'bai'se 雪白色
'xue'bo 穴播
'xue'chang 血肠
'xue'diao 雪貂
'xue'feng 学风
'xue'fo'lai 雪佛莱
'xue'fu'bing 雪腐病
'xue'hai 雪害
'xue'ji 血迹
'xue'ji 学季
'xue'jian'ju 穴间距
'xue'jiang'che 血浆车
'xue'ju 穴距
'xue'lian'guo 雪莲果
'xue'mei'ye'ku'bing 雪霉叶枯病
'xue'nian 学年
'xue'qi 学期
'xue'ri 雪日
'xue'shen 穴深
'xue'shuan'xing'cheng 血栓形成
'xue'song 雪松
'xue'song'lei 雪松类
'xue'tie'long 雪铁龙
'xue'tu 学徒
'xue'tu'gong 学徒工
'xue'wei'cai 雪维菜
'xue'xi'dong'yuan 学习动员
'xue'xi'jiao'yu 学习教育
'xue'xi'tao'lun'hui 学习讨论会
'xue'xi'yan'tao'hui 学习研讨会
'xue'xiao'gong'you 学校工友
'xue'xiao'gong'yu 学校公寓
'xue'yu 鳕鱼
'xue'zai 穴栽
'xun'bao 旬报
'xun'dian 寻甸
'xun'dian'hui'zu'yi'zu'zi'zhi'xian 寻甸回族彝族自治县
'xun'dian'xian 寻甸县
'xun'fang 寻访
'xun'gu 寻古
'xun'hua 驯化
'xun'huan 循环
'xun'huan'ji'jin 循环基金
'xun'huan'jing'ji 循环经济
'xun'huan'nong'ye 循环农业
'xun'lian'yang'ben 训练样本
'xun'lu 驯鹿
'xun'yan 熏烟
'xun'yu 鲟鱼
'xun'zheng 熏蒸
'xun'zheng'ji 熏蒸剂
'ya'chong 蚜虫
'ya'gan'lan 芽甘蓝
'ya'jiao 芽蕉
'ya'jie 芽接
'ya'jin 压紧
'ya'ke'yi'sheng 牙科医生
'ya'ku'bing 芽枯病
'ya'ku'bing'du'bing 芽枯病毒病
'ya'lu'ji 压路机
'ya'ma 亚麻
'ya'qi 芽期
'ya're'dai 亚热带
'ya'shao 芽梢
'ya'she'cao 鸭舌草
'ya'tiao'fan'zhi 压条繁殖
'ya'tou 崖头
'ya'xuan'ze 芽选择
'ya'ye 芽叶
'ya'yin 牙龈
'ya'you'suan 亚油酸
'ya'yu 雅玉
'ya'zhi'cao 鸭跖草
'ya'zhong 芽种
'ya'zhong 亚种
'ya'zhou'yu'mi'ming 亚洲玉米螟
'ya'zhuang 芽壮
'ya'zui'shou 鸭嘴兽
'yan'ban'bing 眼斑病
'yan'cao'gong'si 烟草公司
'yan'cao'jia 烟草甲
'yan'chi'xing'leng'hai 延迟型冷害
'yan'fen'shi 烟粉虱
'yan'ge 阉割
'yan'gong'ji 阉公鸡
'yan'hua 盐化
'yan'huan'ji 延缓剂
'yan'hui'die 烟灰碟
'yan'hui'se 烟灰色
'yan'ji'ma 烟蓟马
'yan'jiang'gao 演讲稿
'yan'jiao 岩脚
'yan'jin 盐津
'yan'jin'xian 盐津县
'yan'jing'she 眼镜蛇
'yan'ju 烟具
'yan'lan'se 艳蓝色
'yan'mai 燕麦
'yan'mang'chun 烟盲蝽
'yan'mu'ji 阉母鸡
'yan'qi'fu'kuan 延期付款
'yan'qing'chong 烟青虫
'yan'shan 砚山
'yan'shan'xian 砚山县
'yan'sheng'wu 衍生物
'yan'shi'ye'e 烟实夜蛾
'yan'shu 鼹鼠
'yan'suan 盐酸
'yan'suan'hai 盐酸害
'yan'sui 芫荽
'yan'tao'ban 研讨班
'yan'xia 咽下
'yan'xun'bao'cang 烟熏保藏
'yan'ya 烟蚜
'yan'yan 咽炎
'yan'yang'fa'jiao 厌氧发酵
'yan'ye'e 焰夜蛾
'yan'ying 掩映
'yan'ying'an 厌蝇胺
'yan'zhan'qing'xu 厌战情绪
'yan'zhu 阉猪
'yan'zhu'jing'e 烟蛀茎蛾
'yan'zi 燕子
'yan'zi 盐渍
'yan'zi'bao'cang 腌渍保藏
'yan'zi'cai 眼子菜
'yan'zi'hua 盐渍化
'yang'bi 漾濞
'yang'bi'xian 漾濞县
'yang'bi'yi'zu'zi'zhi'xian 漾濞彝族自治县
'yang'chang'xiao'dao 羊肠小道
'yang'chong'gong'chang 养虫工厂
'yang'di 养地
'yang'di'zuo'wu 养地作物
'yang'gan'jun 羊肝菌
'yang'gao 羊羔
'yang'hong'wei 杨红卫
'yang'hu'fei'yong 养护费用
'yang'hua'jia 氧化钾
'yang'hua'qi 扬花期
'yang'hua'wu 氧化物
'yang'huai 洋槐
'yang'ji 阳极
'yang'ji 洋蓟
'yang'jiang 洋姜
'yang'juan 羊圈
'yang'lao'jin 养老金
'yang'lao'yuan 养老院
'yang'le'guo 氧乐果
'yang'li 阳历
'yang'li 洋李
'yang'li'zi 阳离子
'yang'ling 秧龄
'yang'mei 杨梅
'yang'rou 羊肉
'yang'shu'rong 杨树荣
'yang'tian 秧田
'yang'tuo 羊驼
'yang'xiao'ying 氧效应
'yang'yi'que'ju 氧乙炔炬
'yang'yong'sheng 杨永生
'yang'yu 养鱼
'yang'yu 羊鱼
'yao'an 姚安
'yao'an'xian 姚安县
'yao'gou 腰沟
'yao'hai 药害
'yao'ji'ban'zhong 药剂拌种
'yao'ji'pin'zhong 药剂品种
'yao'ji'shi 药剂师
'yao'jian'ju 药监局
'yao'jing'tou 摇镜头
'yao'qing'sai 邀请赛
'yao'qiu'fa'yan 要求发言
'yao'shou 摇手
'yao'yao'huang'huang 摇摇晃晃
'yao'yi 摇椅
'yao'yu 鳐鱼
'ye'ba'zi 野坝子
'ye'ba'zi'mi 野坝子蜜
'ye'ban'bing 叶斑病
'ye'bei 叶背
'ye'cai 叶菜
'ye'cai'lei 叶菜类
'ye'cai'lei'shu'cai 叶菜类蔬菜
'ye'chang 叶长
'ye'dian'bing 叶点病
'ye'e 夜蛾
'ye'feng 叶蜂
'ye'ge 野鸽
'ye'hei'zhong'bing 叶黑肿病
'ye'hu'sheng 叶互生
'ye'huo'bing 野火病
'ye'ji 野鸡
'ye'jian'ku'bing 叶尖枯病
'ye'jin'xue 冶金学
'ye'ku'bing 叶枯病
'ye'ku'zuo 叶枯唑
'ye'kuan 叶宽
'ye'kuo'yu 野蛞蝓
'ye'ma 野马
'ye'mao 腋毛
'ye'mao 野猫
'ye'mian'bao 叶面宝
'ye'mian'fei 叶面肥
'ye'mian'ji 叶面积
'ye'mian'pen'shi 叶面喷施
'ye'miao 叶苗
'ye'ming 野螟
'ye'qiang'wei 野蔷薇
'ye'qiao 叶鞘
'ye'qiao'fu'bai'bing 叶鞘腐败病
'ye'qiao'wang'ban'bing 叶鞘网斑病
'ye'qiao'zi'ban'bing 叶鞘紫班病
'ye'se 叶色
'ye'se'dan 叶色淡
'ye'se'shen 叶色深
'ye'sheng'da'dou 野生大豆
'ye'sheng'dao 野生稻
'ye'sheng'jun 野生菌
'ye'sheng'mai 野生麦
'ye'sheng'zhong 野生种
'ye'shu 椰树
'ye'su'jiao 耶稣教
'ye'tian'cai 叶甜菜
'ye'tu 野兔
'ye'wei'bing 叶萎病
'ye'xing 叶形
'ye'xiu'bing 叶锈病
'ye'ya 野鸭
'ye'yan'mai 野燕麦
'ye'ye'e 叶夜娥
'ye'ying 夜莺
'ye'yong'yu 野蛹蝓
'ye'yu'shi'jian 业余时间
'ye'yuan'jie 椰圆蚧
'ye'zhuo'bing 叶灼病
'ye'zi'hua 叶子花
'yi'ban'pei'he'li 一般配合力
'yi'ban'xiao'xi'lan 一般消息栏
'yi'bao'zhong'xin 医保中心
'yi'bei 贻贝
'yi'bian'jing 一遍净
'yi'biao'ban 仪表板
'yi'bing 疫病
'yi'bing'long 异丙隆
'yi'bing'wei 异丙威
'yi'cao'an 乙草胺
'yi'chang'cheng 宜昌橙
'yi'chang'xing'zhong'zi 异常型种子
'yi'cheng'xiang'mu 议程项目
'yi'chi'li'jin'gui 翼翅丽金龟
'yi'chi'san'gai 一池三改
'yi'chou 乙丑
'yi'chu 溢出
'yi'chuan'li 遗传力
'yi'chuan'qin'shi 遗传侵蚀
'yi'chuan'xing 遗传性
'yi'chuan'xing'tiao'wen 遗传性条纹
'yi'cun'yi'pin 一村一品
'yi'dang 一档
'yi'dao'fu 易倒伏
'yi'dao'wen'jing 异稻瘟净
'yi'dong'fu'zhao'qi 移动辐照器
'yi'duan 异端
'yi'fu'duo'qi 一夫多妻
'yi'fu'yi'qi 一夫一妻
'yi'fu'ying'ye'jia 异跗萤叶甲
'yi'gan'chong'xing 易感虫性
'yi'ge 刈割
'yi'gou 衣钩
'yi'gui 衣柜
'yi'hai 乙亥
'yi'he'xian'xiang 异核现象
'yi'hou 蚁后
'yi'hun'you'ou 已婚有偶
'yi'ji'dao 一季稻
'yi'ji'gong'lu 一级公路
'yi'jia 彝家
'yi'jiao 异交
'yi'ju 移居
'yi'ju'duo'de 一举多得
'yi'li 以利
'yi'liang 宜良
'yi'liang 彝良
'yi'liang'lv'ye'dou 宜良绿叶豆
'yi'liang'xian 宜良县
'yi'liang'xian 彝良县
'yi'liu 一流
'yi'liu'kong 溢流孔
'yi'mai 宜麦
'yi'mai'chang 义卖场
'yi'mao 乙卯
'yi'mei'gen'fu'bing 疫霉根腐病
'yi'mei'jun 疫霉菌
'yi'men 易门
'yi'men'xian 易门县
'yi'min'ju 移民局
'yi'min'zheng'ce 移民政策
'yi'ming 一名
'yi'nian'sheng 一年生
'yi'nian'yi'du 一年一度
'yi'que'chui'zui 乙炔吹嘴
'yi'shan 彝山
'yi'shan'ban'shui 依山伴水
'yi'shi 衣食
'yi'shi'cheng'xu 议事程序
'yi'shi'gui'ze 议事规则
'yi'shou'ge'ji 役收割机
'yi'shu 一熟
'yi'shu 移数
'yi'shu'jia 艺术家
'yi'si 乙巳
'yi'si'lan'jiao 伊斯兰教
'yi'tai'bao 抑太保
'yi'tao 一套
'yi'wai'kai'zhi 意外开支
'yi'wei 乙未
'yi'wei 易位
'yi'wei 移位
'yi'wei'xi 易位系
'yi'wen 彝文
'yi'xian 胰腺
'yi'xian'jia'an'lin 乙酰甲胺磷
'yi'xiang 彝乡
'yi'xiang'jia 蚁象甲
'yi'xing'ci 异形词
'yi'xing'suo'cao 异型莎草
'yi'you 乙酉
'yi'you 宜油
'yi'yu 已于
'yi'yuan 异源
'yi'yuan'si'bei'ti 异源四倍体
'yi'zai 移栽
