'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'wu'jia'cun 乌家村
'wu'jia'guan'zhi 物价管制
'wu'jia'pi 五加皮
'wu'jia'zhen 乌家镇
'wu'jia'zhi'shu 物价指数
'wu'jie 无界
'wu'jie'yuan 吴洁远
'wu'jing 芜菁
'wu'jing 雾景
'wu'jing'gan'lan 芜菁甘蓝
'wu'jiu 乌桕
'wu'ju'zhi 戊菊酯
'wu'jun'long 戊菌隆
'wu'jun'zuo 戊菌唑
'wu'la'cao 乌拉草
'wu'lan'ying 吴兰英
'wu'li 吴丽
'wu'li'xue'jia 物理学家
'wu'liang 武凉
'wu'liu'wu 五六五
'wu'long 乌龙
'wu'lv'ban'zhong'shuang 五氯拌种双
'wu'lv'duo 五氯多
'wu'lv'fen 五氯酚
'wu'lv'xiao'ji'ben 五氯硝基苯
'wu'lv'xiu 五氯溴
'wu'miao 无苗
'wu'min'xia 吴敏霞
'wu'ming'zhi 无名指
'wu'ni 污泥
'wu'nian 五年
'wu'qiu'shi'xiao 务求实效
'wu'quan 物权
'wu'quan'fa 物权法
'wu'qun 吴群
'wu'ran 污染
'wu'ran'jian'ce 污染监测
'wu'ran'wu 污染物
'wu'ran'yuan 污染源
'wu'shao'gui 伍绍贵
'wu'shao'kui 吴绍骙
'wu'shao'xia 吴少霞
'wu'shen 戊申
'wu'shen'lun 无神论
'wu'sheng'dian'ying 无声电影
'wu'sheng'pian 无声片
'wu'shou 无收
'wu'shuang 无霜
'wu'shuang'qi 无霜期
'wu'shui'gai'liang 污水改良
'wu'shui'gai'liang'yu'zai'yong 污水改良与再用
'wu'shui'guan'gai'xi'tong 污水灌溉系统
'wu'si 五四
'wu'si'feng'xian 无私奉献
'wu'song 雾凇
'wu'suan'qing'mi'zhi 戊酸氰醚酯
'wu'tai 舞台
'wu'tan 乌檀
'wu'tong 梧桐
'wu'tou'gan'lan 无头甘蓝
'wu'wa'ding 屋瓦顶
'wu'wang'ya 无网蚜
'wu'wu 五五
'wu'wu 戊午
'wu'xia'pian 武侠片
'wu'xian'hua'xu 无限花序
'wu'xian'sheng'zhang 无限生长
'wu'xian'ye 吴弦业
'wu'xiang'zhi'du 五项制度
'wu'xiao'fen 戊硝酚
'wu'xiao'fen'nie 无效分蘖
'wu'xiao'jia'she 无效假设
'wu'xing'di'er'dai 无性第二代
'wu'xing'fan'zhi 无性繁殖
'wu'xiu 五溴
'wu'xu 戊戌
'wu'xu'xue 无须鳕
'wu'ya 乌鸦
'wu'yang'hua'er'lin 五氧化二磷
'wu'yi 五一
'wu'yi'jun'su 武夷菌素
'wu'yi'mei'su 武夷霉素
'wu'yi'yuan 吴逸远
'wu'yin 戊寅
'wu'yin 武引
'wu'yu 乌鱼
'wu'yu'mei 吴裕美
'wu'yuan 吴院
'wu'zei 乌贼
'wu'zhi'fang 吴志芳
'wu'zhi'sheng 吴志胜
'wu'zi 戊子
'wu'zi 物资
'wu'zuo'chun 戊唑醇
'xi'bao'gong'cheng 细胞工程
'xi'bao'pei'yang 细胞培养
'xi'bao'qin'he'li 细胞亲和力
'xi'bao'rong'he 细胞融合
'xi'bao'zhi'bu'qin'he'xing 细胞质不亲和性
'xi'bao'zhi'tu'bian 细胞质突变
'xi'bei'mai'chun 西北麦蝽
'xi'bie'hui 惜别会
'xi'bing'ben'sai'zuo 烯丙苯噻唑
'xi'bu'pian 西部片
'xi'cao'jing 西草净
'xi'cao'tong 烯草酮
'xi'chang 西场
'xi'chen'qi 吸尘器
'xi'chong'zhi 烯虫酯
'xi'chou 西畴
'xi'chou'xian 西畴县
'xi'cun 西村
'xi'da'cun 西大村
'xi'dian'chang'deng'e 稀点昌灯峨
'xi'dian'xue'deng'e 稀点雪灯蛾
'xi'ding'chong'an 烯啶虫胺
'xi'dou'xing 西斗星
'xi'er'he 西耳河
'xi'fei 吸肥
'xi'fen 细粪
'xi'fen'tu 细粪土
'xi'fu 媳妇
'xi'gai 膝盖
'xi'gai'gu 膝盖骨
'xi'gua 西瓜
'xi'gua'chong 西瓜虫
'xi'gua'tao'zhong'mu'shu 西瓜套种木薯
'xi'guang 喜光
'xi'han'lian'zi'cao 喜旱莲子草
'xi'he'ding 烯禾定
'xi'hu'lu 西葫芦
'xi'hua'ji'ma 西花蓟马
'xi'huo 熄火
'xi'huo'zhuang'zhi 熄火装置
'xi'jiao 细嚼
'xi'jin'ping 习近平
'xi'jin'ping'zong'shu'ji 习近平总书记
'xi'ju'pian 喜剧片
'xi'jun 细菌
'xi'jun'ban'zhen'bing 细菌斑疹病
'xi'jun'jiao'ban'bing 细菌角斑病
'xi'jun'tiao'ban'bing 细菌条斑病
'xi'jun'tong 烯菌酮
'xi'jun'wei'nian'bing 细菌萎蔫病
'xi'jun'xing'ban'dian'bing 细菌性斑点病
'xi'jun'xing'gu'ku'bing 细菌性谷枯病
'xi'jun'xing'he'ban'bing 细菌性褐斑病
'xi'jun'xing'he'tiao'bing 细菌性褐条病
'xi'jun'xing'hei'ban'bing 细菌性黑斑病
'xi'jun'xing'hong'tiao'bing 细菌性红条病
'xi'jun'xing'ji'fu'bing 细菌性基腐病
'xi'jun'xing'jiao'ban'bing 细菌性角斑病
'xi'jun'xing'jing'fu'bing 细菌性茎腐病
'xi'jun'xing'ku'wei'bing 细菌性枯萎病
'xi'jun'xing'qing'ku'bing 细菌性青枯病
'xi'jun'xing'tan'bing 细菌性痰病
'xi'jun'xing'tiao'ban'bing 细菌性条斑病
'xi'jun'xing'tiao'wen'bing 细菌性条纹病
'xi'jun'xing'ye'ban'bing 细菌性叶斑病
'xi'li 细粒
'xi'li'zhong 细粒种
'xi'lian'pen 洗脸盆
'xi'lie'pian 系列片
'xi'lie'zhi'du 系列制度
'xi'mai 洗麦
'xi'mei'tuo 西梅脱
'xi'men 西门
'xi'meng 西盟
'xi'meng'wa'zu'zi'zhi'xian 西盟佤族自治县
'xi'meng'xian 西盟县
'xi'mo'zhi 吸墨纸
'xi'mu 细目
'xi'niu 犀牛
'xi'pu 系谱
'xi'pu'fa 系谱法
'xi'que 喜鹊
'xi're'fan'ying 吸热反应
'xi'ruo'zhi 细弱枝
'xi'sha 细沙
'xi'sha'er'ma 西沙尔麻
'xi'shai 细筛
'xi'shan 西山
'xi'shan'qu 西山区
'xi'shao 细少
'xi'shi 喜湿
'xi'shou'ji'liang 吸收剂量
'xi'shuang'ban'na 西双版纳
'xi'shuang'ban'na'dai'zu'zi'zhi'zhou 西双版纳傣族自治州
'xi'shuang'ban'na'zhou 西双版纳州
'xi'shui 吸水
'xi'shui'shi 吸水势
'xi'tong'fen'xi'yuan 系统分析员
'xi'tu 细土
'xi'wan 洗碗
'xi'wei 席位
'xi'wen 喜温
'xi'wen'le'jian 喜闻乐见
'xi'wo'jun'an 烯肟菌胺
'xi'wo'jun'zhi 烯肟菌酯
'xi'xi'zao 洗洗澡
'xi'xian'ma'lin 烯酰吗啉
'xi'xiao'zuo 烯效唑
'xi'xiong'jin'zhen'chong 细胸金针虫
'xi'yan'shi 吸烟室
'xi'yang'li 西洋梨
'xi'ye'guan 吸液管
'xi'ye'qin 细叶芹
'xi'ye'yi'mu'cao 细叶益母草
'xi'yi 蜥蜴
'xi'yin 洗印
'xi'yin'xing'jing'fu'bing 细茵性茎腐病
'xi'you 西游
'xi'zhi 稀植
'xi'zhuang'shi'fu 西装师傅
'xi'zuo'chun 烯唑醇
'xia'ba 下巴
'xia'bo 下拨
'xia'bo 夏播
'xia'cun 下村
'xia'da'de 下达的
'xia'da'dou 夏大豆
'xia'da'le 下达了
'xia'da'li'qi 下大力气
'xia'ji'ceng 下基层
'xia'ji'ceng'ren'yuan 下基层人员
'xia'jian 夏剪
'xia'lei 虾类
'xia'mo 夏末
'xia'mo'qiu'chu 夏末秋初
'xia'qu'nei 辖区内
'xia'shan'kou 下山口
'xia'shui'dao 下水道
'xia'tou'yu 下透雨
'xia'wan 峡湾
'xia'xiang'bu'jin'cun 下乡不进村
'xia'xiang'gong'zuo'dui 下乡工作队
'xia'xiao 狭小
'xia'xing'lie'che 下行列车
'xia'xun 下旬
'xia'yang 下洋
'xia'yang'cun 下洋村
'xia'ye'qing'hao 狭叶青蒿
'xia'yi'bu 下一步
'xia'yi'bu'gong'zuo 下一步工作
'xia'yi'bu'gong'zuo'de'ju'ti'cuo'shi 下一步工作的具体措施
'xia'yi'bu'gong'zuo'she'xiang 下一步工作设想
'xia'yu'mi 夏玉米
'xia'zai 下载
'xia'zha 下扎
'xia'zhi 夏至
'xia'zi 下籽
'xian'an'jian'ju 县安监局
'xian'an'lin 酰胺磷
'xian'an'quan'sheng'chan'jian'du'guan'li'ju 县安全生产监督管理局
'xian'an'tai'dan'fei 酰胺态氮肥
'xian'an'zuo 酰胺唑
'xian'bai'xiu'bing 苋白锈病
'xian'cai 鲜采
'xian'cai'jia'ge'zhi'shu 鲜菜价格指数
'xian'cai'zheng 县财政
'xian'cai'zheng'bo'kuan 县财政拨款
'xian'cai'zheng'ju 县财政局
'xian'can'lian 县残联
'xian'can'sang'ji'shu'tui'guang'zhan 县蚕桑技术推广站
'xian'can'sang'zhan 县蚕桑站
'xian'chang 现场
'xian'chang'hui 现场会
'xian'cheng'xiang'qing'jie'ban 县城乡清洁办
'xian'chong'bing 线虫病
'xian'chong'lin 线虫磷
'xian'chu 闲锄
'xian'chu'bu 现初步
'xian'dai'hua'shu'cai'da'peng'jian'she'xiang'mu 现代化蔬菜大棚建设项目
'xian'dai'jia'ge 现贷价格
'xian'dai'nong'ye 现代农业
'xian'dai'nong'ye'da'peng 现代农业大棚
'xian'dai'nong'ye'da'peng'zhong'zhi'ji'di 现代农业大棚种植基地
'xian'dai'nong'ye'fa'zhan 现代农业发展
'xian'dai'nong'ye'fa'zhan'ti'xi 现代农业发展体系
'xian'dai'nong'ye'sheng'chan'fa'zhan'zi'jin'shui'dao'xiang'mu 现代农业生产发展资金水稻项目
'xian'dai'nong'ye'shui'dao'ji'di 现代农业水稻基地
'xian'dang'an'ju 县档案局
'xian'dao 籼稻
'xian'di'shui'ju 县地税局
'xian'di'zhen'ju 县地震局
'xian'ding'jia'ge 限定价格
'xian'e'zhi 限额制
'xian'fa'gai'wei 县发改委
'xian'fen'hong'se 鲜粉红色
'xian'feng'gang 先锋岗
'xian'feng'mo'fan'zuo'yong 先锋模范作用
'xian'feng'zou'lang 先锋走廊
'xian'fu'lian 县妇联
'xian'fu'pin'ban 县扶贫办
'xian'gan'zhe'shi'yan'ji'shu'tui'guang'zhan 县甘蔗试验技术推广站
'xian'gan'zhe'zhan 县甘蔗站
'xian'gong'an'ju 县公安局
'xian'gong'shang'ju 县工商局
'xian'gong'shang'lian 县工商联
'xian'gong'shi'ru'xia 现公示如下
'xian'gong'xiao'she 县供销社
'xian'guang'bo'dian'shi'ju 县广播电视局
'xian'guo'shui'ju 县国税局
'xian'guo'tu'zi'yuan'ju 县国土资源局
'xian'hua 鲜花
'xian'hua'sheng'kai 鲜花盛开
'xian'huan'jing'bao'hu'ju 县环境保护局
'xian'huang 现黄
'xian'huang'hong'ma'ji'shu'tui'guang'zhan 县黄红麻技术推广站
'xian'huang'ma'zhan 县黄麻站
'xian'huo'nong'chan'pin 鲜活农产品
'xian'huo'nong'fu'chan'pin 鲜活农副产品
'xian'huo'shui'chan'pin 鲜活水产品
'xian'ji'niao'lei 酰基脲类
'xian'ji'nong'ye'chan'ye'hua'long'tou'qi'ye 县级农业产业化龙头企业
'xian'ji'sheng'wei 县计生委
'xian'ji'wei'ban 县纪委办
'xian'jia 限价
'xian'jian'chan'liang'he'zhi'liang 鲜茧产量和质量
'xian'jian'she'ju 县建设局
'xian'jiang 现将
'xian'jiao'jing'da'dui 县交警大队
'xian'jiao'tong'ju 县交通局
'xian'jiao'yu'ju 县教育局
'xian'jin'chu'na'bu 现金出纳簿
'xian'jin'dan'wei 先进单位
'xian'jin'dan'wei'ji'ge'ren 先进单位及个人
'xian'jin'ge'ren 先进个人
'xian'jin'jia'ge 现金价格
'xian'jin'jiao'yi 现金交易
'xian'jin'pei'gu 现金配股
'xian'jin'yu'e 现金余额
'xian'jin'zhi'fu 现金支付
'xian'jing 冼净
'xian'jing'guan'zhan 县经管站
'xian'jing'ji'wei'yuan'hui 县经济委员会
'xian'jing'ji'zuo'wu'chang 县经济作物场
'xian'jing'ji'zuo'wu'ji'shu'tui'guang'zhan 县经济作物技术推广站
'xian'jing'jiao 籼粳交
'xian'jing'zuo'chang 县经作场
'xian'jing'zuo'zhan 县经作站
'xian'jun'qing 线菌清
'xian'ke'ji'ju 县科技局
'xian'ke'lai 仙客来
'xian'ke'xie 县科协
'xian'kuan'jie'cun 现款结存
'xian'lai 先来
'xian'lao'dong'he'she'hui'bao'zhang'ju 县劳动和社会保障局
'xian'lei 现蕾
'xian'lei'qi 现蕾期
'xian'liang'shi'ju 县粮食局
'xian'lin'ye'ju 县林业局
'xian'lu'xian'ban 县路线办
'xian'lv'se 鲜绿色
'xian'man'lin 线螨磷
'xian'mao'zhuang 纤毛状
'xian'mi 籼米
'xian'mi'huang'long 酰嘧磺隆
'xian'min'zheng'ju 县民政局
'xian'min'zong'ju 县民宗局
'xian'mu'shu 鲜木薯
'xian'mu'shu'chan'liang 鲜木薯产量
'xian'nei'gong'lu 县内公路
'xian'neng'yuan'ban 县能源办
'xian'nian 现年
'xian'nong'chan'pin'zhi'liang'jian'ce'zhong'xin 县农产品质量检测中心
'xian'nong'cun'jing'ying'guan'li'zhi'dao'zhan 县农村经营管理指导站
'xian'nong'cun'neng'yuan'ban 县农村能源办
'xian'nong'cun'neng'yuan'ban'gong'shi 县农村能源办公室
'xian'nong'guang'xiao 县农广校
'xian'nong'he'cao'na 闲农禾草拿
'xian'nong'huan'zhan 县农环站
'xian'nong'ji'hua'xue'xiao 县农机化学校
'xian'nong'ji'jian'li'zhan 县农机监理站
'xian'nong'ji'tui'guang'zhan 县农机推广站
'xian'nong'ji'zhong'xin 县农技中心
'xian'nong'jing'zhan 县农经站
'xian'nong'ke'suo 县农科所
'xian'nong'ye'ji'shu'tui'guang'zhan 县农业技术推广站
'xian'nong'ye'ji'shu'tui'guang'zhong'xin 县农业技术推广中心
'xian'nong'ye'jing'ying'guan'li'zhi'dao'zhan 县农业经营管理指导站
'xian'nong'ye'ju 县农业局
'xian'nong'ye'ke'xue'yan'jiu'suo 县农业科学研究所
'xian'nong'ye'wei'sheng'wu'yao'chang 县农业微生物药厂
'xian'nong'ye'xing'zheng'zhi'fa'da'dui 县农业行政执法大队
'xian'nong'ye'zhan 县农业站
'xian'nong'ye'zhi'fa'da'dui 县农业执法大队
'xian'nong'ye'zong'he'zhi'fa'da'dui 县农业综合执法大队
'xian'qi 掀起
'xian'qi'chun'ji'nong'ye'sheng'chan'gao'chao'huo'dong 掀起春季农业生产高潮活动
'xian'qi'xiang'ju 县气象局
'xian'qian 现钱
'xian'qing'qiu 现请求
'xian're'tong'liang 显热通量
'xian'ren'da'ban 县人大办
'xian'ren'da'chang'wei'hui 县人大常委会
'xian'ren'min'zheng'fu 县人民政府
'xian'ren'shi'ju 县人事局
'xian'ren'shi'lao'dong'he'she'hui'bao'zhang'ju 县人事劳动和社会保障局
'xian'ren'zhang 仙人掌
'xian'ren'zhang'guo 仙人掌果
'xian'rou 咸肉
'xian'shang'wu'ju 县商务局
'xian'sheng'chuang'ban 县生创办
'xian'sheng'wu'zi'yuan'kai'fa'chuang'xin'ban'gong'shi 县生物资源开发创新办公室
'xian'shi 鲜食
'xian'shi'pin'yao'pin'jian'du'guan'li'ju 县食品药品监督管理局
'xian'shi'zhuang'zhi 显示装置
'xian'shui'dian'ju 县水电局
'xian'shui'guo'ban 县水果办
'xian'shui'guo'sheng'chan'fa'zhan'ban'gong'shi 县水果生产发展办公室
'xian'shui'li'ju 县水利局
'xian'suan'xing 咸酸型
'xian'sui 鲜穗
'xian'tong'ji'ju 县统计局
'xian'tu'fei'zhan 县土肥站
'xian'tu'rang'fei'liao'gong'zuo'zhan 县土壤肥料工作站
'xian'wan 险弯
'xian'wei 县委
'xian'wei'ban 县委办
'xian'wei'chang'wei 县委常委
'xian'wei'dang'xiao 县委党校
'xian'wei'sheng'ju 县卫生局
'xian'wei'su 纤维素
'xian'wei'xuan'chuan'bu 县委宣传部
'xian'wei'zhi'wu 纤维植物
'xian'wei'zu'zhi'bu 县委组织部
'xian'wen'lian 县文联
'xian'wen'ti'ju 县文体局
'xian'wen'zong'juan'ye'ming 显纹纵卷叶螟
'xian'xiang 现象
'xian'xiao'fang'da'dui 县消防大队
'xian'xin'fang'ju 县信访局
'xian'xin'nong'ban 县新农办
'xian'xin'nong'cun'jian'she'gong'zuo 县新农村建设工作
'xian'xin'nong'he'ban 县新农合办
'xian'xing'xiang'guan 线性相关
'xian'xu'mu'ju 县畜牧局
'xian'yan'cao'gong'si 县烟草公司
'xian'yao'jian'ju 县药监局
'xian'yi'bao'zhong'xin 县医保中心
'xian'yi'min'ju 县移民局
'xian'ying'ji 显影剂
'xian'you 现有
'xian'yu'jiang'shui'dao'liang'zhong'fan'zhi'chang 县渔江水稻良种繁殖场
'xian'yu'jing'ji 县域经济
'xian'zhang 县长
'xian'zhang'ban'gong'hui'yi'ji'yao 县长办公会议纪要
'xian'zhao'shang'ju 县招商局
'xian'zheng'ce'yan'jiu'shi 县政策研究室
'xian'zheng'fu 县政府
'xian'zheng'fu'ban 县政府办
'xian'zheng'xie'ban 县政协办
'xian'zhi 仙治
'xian'zhi'bao'zhan 县植保站
'xian'zhi'bao'zhi'jian'zhan 县植保植检站
'xian'zhi'jian'ju 县质监局
'xian'zhi'xing 限制性
'xian'zhong 鲜重
'xian'zhong'zi'guan'li'zhan 县种子管理站
'xian'zhong'zi'zhan 县种子站
'xian'zhu'ti'gao 显著提高
'xiang'bei 向北
'xiang'bin'jiu 香槟酒
'xiang'cao'lan 香草兰
'xiang'chang 香肠
'xiang'cheng 相承
'xiang'chun 香椿
'xiang'cun'cheng'shi'hua 乡村城市化
'xiang'cun'ren'kou 乡村人口
'xiang'dao 想到
'xiang'dao'jun'sui'fu'bing 镶刀菌穗腐病
'xiang'dong 向东
'xiang'dui'ji'zhong 相对集中
'xiang'dui'jiao'di 相对较低
'xiang'fei 香榧
'xiang'feng'wen'ming 乡风文明
'xiang'fu 相辅
'xiang'gai'zhong'xin'fan'ying 向该中心反映
'xiang'gang'sha'li'gong'si 香港莎莉公司
'xiang'ge'li'la 香格里拉
'xiang'ge'li'la'xian 香格里拉县
'xiang'gou 厢沟
'xiang'gu 香菇
'xiang'gua 香瓜
'xiang'guan'biao'zhun'de'zhi'xing 相关标准的执行
'xiang'guan'fa'lv 相关法律
'xiang'guan'xi'shu 相关系数
'xiang'gui 详规
'xiang'hu'xian'jie 相互衔接
'xiang'jian'fu'jian 详见附件
'xiang'jiao 橡胶
'xiang'jiao 香蕉
'xiang'jiao'lan 相交栏
'xiang'jiao'ruan'guan 橡胶软管
'xiang'jiao'shu 橡胶树
'xiang'jiao'shu 香蕉树
'xiang'jiao'yuan 香蕉园
'xiang'jiao'zuo'wu 橡胶作物
'xiang'jie'he 相结合
'xiang'ju'ren'jiao'gu'tou'su 向局人教股投诉
'xiang'jun 香菌
'xiang'ke'ji 乡科级
'xiang'le'zhu'yi 享乐主义
'xiang'le'zhu'yi'fang'mian 享乐主义方面
'xiang'lin'deng'ji'jian'jia 相邻等级减价
'xiang'mao 香茅
'xiang'mian 厢面
'xiang'mu 项目
'xiang'mu'de'shi'shi 项目的实施
'xiang'mu'gong'zuo 项目工作
'xiang'mu'ji'di 项目基地
'xiang'mu'jian'she 项目建设
'xiang'mu'jian'she'you'li'tiao'jian 项目建设有利条件
'xiang'mu'jian'she'zhun'bei'gong'zuo 项目建设准备工作
'xiang'mu'ming'cheng 项目名称
'xiang'mu'nong'hu 项目农户
'xiang'mu'shi'fan'dian 项目示范点
'xiang'mu'shi'fan'qu 项目示范区
'xiang'mu'shi'shi 项目实施
'xiang'mu'shu'liang 项目数量
'xiang'mu'xian 项目县
'xiang'mu'yan'shou 项目验收
'xiang'mu'zi'jin 项目资金
'xiang'mu'zu'zhi'shi'shi'tiao'jian 项目组织实施条件
'xiang'nan 向南
'xiang'pei'tao 相配套
'xiang'pi'ca 橡皮擦
'xiang'pi'shu 橡皮树
'xiang'qian'tu 镶嵌图
'xiang'qian'xing'shi 向前行驶
'xiang'qin'cai 香芹菜
'xiang'qin'fen 香芹酚
'xiang'ri'kui 向日葵
'xiang'rong 相融
'xiang'shan 香山
'xiang'shan'cun 香山村
'xiang'shan'ji'zui'li 香山鸡嘴荔
'xiang'shang'ji'you'guan'bu'men'bao'gao 向上级有关部门报告
'xiang'shi'huo'che 厢式货车
'xiang'shi'zhao'xiang'ji 箱式照相机
'xiang'shi'zhu 香石竹
'xiang'shu 橡树
'xiang'shu'guo 橡树果
'xiang'shui 香水
'xiang'wai'yan'shen'fa'zhan 向外延伸发展
'xiang'wan'dou 香豌豆
'xiang'wan'dou'hua 香豌豆花
'xiang'wei'she 响尾蛇
'xiang'xi 向西
'xiang'xi'miao'shu 详细描述
'xiang'ya'se 象牙色
'xiang'ying 响应
'xiang'ying'de 相应的
'xiang'ying'tong'ji'shu'ju 相应统计数据
'xiang'ying'zheng'hui 相映争辉
'xiang'yuan 香橼
'xiang'yun 祥云
'xiang'yun'xian 祥云县
'xiang'za'mian 湘杂棉
'xiang'zai 箱栽
'xiang'zhang 香樟
'xiang'zhen 乡镇
'xiang'zhen'jing'ji 乡镇经济
'xiang'zhen'qi'ye 乡镇企业
'xiang'zhen'qi'ye'gong'ye'zeng'jia'zhi 乡镇企业工业增加值
'xiang'zhen'qi'ye'zeng'jia'zhi 乡镇企业增加值
'xiang'zheng 相争
'xiang'zhi 响指
'xiao'an 硝铵
'xiao'ban'bing 小斑病
'xiao'bing'ling 消病灵
'xiao'cai'e 小菜蛾
'xiao'can 小蚕
'xiao'can'gong'yu'dian 小蚕共育点
'xiao'can'gong'yu'shi 小蚕共育室
'xiao'cang'lan 小苍兰
'xiao'chang 小肠
'xiao'che 小车
'xiao'chi 小吃
'xiao'chong'liu'lin 硝虫硫磷
'xiao'chu'tou 小锄头
'xiao'chun'zuo'wu 小春作物
'xiao'cun 小村
'xiao'da'zheng 肖大正
'xiao'di'lao'hu 小地老虎
'xiao'di'tan 小地毯
'xiao'ding 销钉
'xiao'du 消毒
'xiao'du'ji 消毒剂
'xiao'du'mie'yuan 消毒灭源
'xiao'duan'bao'gong 小段包工
'xiao'e'xin'dai 小额信贷
'xiao'fang'che 消防车
'xiao'fang'da'dui 消防大队
'xiao'fang'dui 消防队
'xiao'fang'dui'yuan 消防队员
'xiao'fei'peng 小飞蓬
'xiao'fei'pin 消费品
'xiao'fei'zhe 消费者
'xiao'fen'dui 小分队
'xiao'fen'nie 小分蘖
'xiao'fu 校服
'xiao'gong 小工
'xiao'guang'xi'shu 消光系数
'xiao'gui'jia 小龟甲
'xiao'hao 消耗
'xiao'he 小河
'xiao'hei'mai 小黑麦
'xiao'hong'jia'die 小红蛱蝶
'xiao'hu 小湖
'xiao'hu'zi 小胡子
'xiao'hua'bu'liang 消化不良
'xiao'hua'gui'zhen'cao 小花鬼针草
'xiao'hua'zuo'yong 硝化作用
'xiao'hun 销魂
'xiao'huo'ji 小火鸡
'xiao'huo'shuan 消火栓
'xiao'ji 小计
'xiao'ji 小鸡
'xiao'ji'fu'zhi'suan'tong 硝基腐殖酸铜
'xiao'ji'hui'ban'bing 小蓟灰斑病
'xiao'ji'zhu'yi 消极主义
'xiao'jia 小荚
'xiao'jing 小井
'xiao'jiu 小酒
'xiao'kang'zhu'zhai'jian'she 小康住宅建设
'xiao'la'ba'kou'qi 小喇叭口期
'xiao'lai'dou 小莱豆
'xiao'li 小粒
'xiao'li 效力
'xiao'li'bai'tang 小礼拜堂
'xiao'li'dou 小粒豆
'xiao'li'ka'fei 小粒咖啡
'xiao'li'quan'ying 肖藜泉蝇
'xiao'li'zhong 小粒种
'xiao'ling'yang 小羚羊
'xiao'long'xia 小龙虾
'xiao'lu 销路
'xiao'lv'xing'che 小旅行车
'xiao'lv'ye'chan 小绿叶蝉
'xiao'ma 小马
'xiao'mai 小麦
'xiao'mai'bu 小卖部
'xiao'mai'chi'mei'bing 小麦赤霉病
'xiao'mai'guan'ji'ma 小麦管蓟马
'xiao'mai'wang'chang 小麦旺长
'xiao'mai'xi'jiang'chong 小麦吸浆虫
'xiao'mai'ye'chan 小麦叶蝉
'xiao'man 小满
'xiao'man'duo 消螨多
'xiao'man'fen 消螨粉
'xiao'man'pu 消螨普
'xiao'man'tong 消螨通
'xiao'mao 小猫
'xiao'mi 小米
'xiao'mi'la 小米辣
'xiao'mian'bao 小面包
'xiao'miao 小苗
'xiao'mu'niu 小母牛
'xiao'mu'zhu 小母猪
'xiao'neng'hang'feng're'xian 效能行风热线
'xiao'niu 小牛
'xiao'niu'rou 小牛肉
'xiao'nong 小农
'xiao'nong'jing'ji 小农经济
'xiao'qi 小畦
'xiao'qiu 小丘
'xiao'qiu'jun'he'bing 小球菌核病
'xiao'shan 小山
'xiao'shang 小墒
'xiao'she 小舌
'xiao'shi 小时
'xiao'shou 销售
'xiao'shou'e 销售额
'xiao'shou'jia'ge 销售价格
'xiao'shou'shang 销售商
'xiao'shou'xue 销售学
'xiao'shou'ye'wu 销售业务
'xiao'shu'zhi 小树枝
'xiao'shuo'jia 小说家
'xiao'suan 硝酸
'xiao'suan'an 硝酸铵
'xiao'suan'gai 硝酸钙
'xiao'suan'jia 硝酸钾
'xiao'suan'tai'dan 硝酸态氮
'xiao'tai'dan 硝态氮
'xiao'tai'dan'fei 硝态氮肥
'xiao'tian'e 小天鹅
'xiao'tu'di'chu'zu'zhe 小土地出租者
'xiao'tui 小腿
'xiao'tui'du 小腿肚
'xiao'wan 小湾
'xiao'wu'xu'xue 小无须鳕
'xiao'xi 小溪
'xiao'xi'lai'yuan 消息来源
'xiao'xiang'pu 小香蒲
'xiao'xiao'juan 肖小娟
'xiao'xing'ba'shi 小型巴士
'xiao'xing'huo'che 小型货车
'xiao'xing'nong'tian'shui'li'ji'chu'she'shi 小型农田水利基础设施
'xiao'xing'nong'tian'shui'li'she'shi 小型农田水利设施
'xiao'xing'qi'che 小型汽车
'xiao'xue 小学
'xiao'xue 小雪
'xiao'xue'lao'shi 小学老师
'xiao'xue'sheng 小学生
'xiao'yan'niu 小阉牛
'xiao'yang'chun 小阳春
'xiao'yang'tuo 小羊驼
'xiao'ye'bing 小叶病
'xiao'ye'jia 肖叶甲
'xiao'ye'jia'zhi'ming'ya'zhong 肖叶甲指名亚种
'xiao'ye'ya 小野鸭
'xiao'yi'fen'xi 效益分析
'xiao'yi'tu'chu 效益突出
'xiao'yin'qi 消音器
'xiao'ying 小营
'xiao'yu 小于
'xiao'yuan'ye'chong 小猿叶虫
'xiao'zhang'ban'gong'shi 校长办公室
'xiao'zhi 小指
'xiao'zi'li 肖子丽
'xiao'zi'wang 肖子旺
'xiao'zi'ying 肖子盈
'xiao'zu'tao'lun 小组讨论
'xiao'zu'wei'yuan'hui 小组委员会
'xie'chu 歇锄
'xie'du 亵渎
'xie'du'shen'ming 亵渎神明
'xie'fang'cha 协方差
'xie'fang'cha'fen'xi 协方差分析
'xie'hu 泻湖
'xie'hui'gou'xiao 协会购销
'xie'jiang 鞋匠
'xie'jing 斜颈
'xie'lei 蟹类
'xie'mei'wei 缬霉威
'xie'nian 邪念
'xie'po 斜坡
'xie'ru 写入
'xie'ru'liu'kong'xing 写入留空行
'xie'tiao 协调
'xie'tiao'hui 协调会
'xie'tiao'yuan 协调员
'xie'tong'xiao'ying 协同效应
'xie'wen'ye'e 斜纹夜娥
'xie'wen'ye'e 斜纹夜峨
